,Title,Platform,Userscore,Comment,Username
1463,NBA Ballers,PlayStation2,10," Superb graphics, quick learning curve & very, very deep. What could you ask more out of a game? ",JayM.
1464,Genma Onimusha,Xbox,10," Onimusha: Warlords was one of my favorite games on the Ps2 and now I finally picked up the X-Box copy andI have to say that I'm impressed . First, the game remains it's great atmosphere and graphics. Second, the gameplay has only been enhanced, with charging your weapon and the green souls, this will keep me going for months, if not years. Yes, they did raise the difficulty, Onimusha: Warlords was one of my favorite games on the Ps2 and now I finally picked up the X-Box copy andI have to say that I'm impressed . First, the game remains it's great atmosphere and graphics. Second, the gameplay has only been enhanced, with charging your weapon and the green souls, this will keep me going for months, if not years. Yes, they did raise the difficulty, making it even better, for me atleats. You can finally skips cut scenes which makes this game seem even better. There are a bit more extras you can unlock which will keep me going for weeks, if not months. The problem with this game, however, lies in the X-Box controller. The D-Pad on the X-Box is somewhat less than the PS2 one, making moving seem a bit harder. The controller, in fact, is so unconfortable for me to play Onimusha, that I almost gave this a 9, luckily the game was so awesome that I could forgive the bulky controller.",NinjaM.
1465,Space Station Silicon Valley,Nintendo64,10,The best music in a game i have ever heard and some of the most memeralble game play of all time! GET THIS GAME!!,TylerC.
1466,The Elder Scrolls Online: Summerset,PC,4,"As a preface, I've been playing ESO since beta and am a massive, massive fan of the game and have been along championing it as it just goes from great to great. I love seeing the game constantly improve on itself.But that said, Summerset isn't an improvement. It's a step back. Where Morrowind blew me out of the water with its immersive experience, dynamic and highly rewarding quests,As a preface, I've been playing ESO since beta and am a massive, massive fan of the game and have been along championing it as it just goes from great to great. I love seeing the game constantly improve on itself.But that said, Summerset isn't an improvement. It's a step back. Where Morrowind blew me out of the water with its immersive experience, dynamic and highly rewarding quests, and fresh setting, Summerset was just, well, more vanilla content.None of the side quests were lengthy, dynamic, and rewarding like essentially joining the morag tong was. ESO is playing it safe, and tried nothing new with Summerset. It was rumoured they would introduce necromancy, which they could have easily done in addition to the psijic order - but why work harder than they need to?Everything about it just felt like a missed opportunity to me. Nothing in the entire expansion wowed me and the rewards to the player in skills, items, and cosmetics were all incredibly underwhelming. And perhaps they thought this was acceptable because they introduced crafting among other things, but... Really? That could've been for free in the base game.Finally one of the worst elements towards this hugely poorly created expansion was the boring, grinding way in which you advance through the Psijic order. It's so boring that the skills to me are not even worth the effort of mindlessly droning about Tamriel closing rifts.In conclusion, I'm nothing short of shocked that they thought it was an acceptable or exciting release and even more shocked that they thought it was acceptable to charge the same price as Morrowind on what felt like a step back from Morrowind, rather than the step forward I was hoping for.",Lecrivain
1467,The Blackwell Epiphany,PC,10,"I've played through the entire series and eagerly awaited this final installment. I enjoyed every moment. There were the usual frustrations inherent in the adventure point and click genre, the sometimes slow and tedious running about and all that. But none of that detracted from my enjoyment of the story and ambient music.Definitely a recommend for anybody who loves a good noir ghost story.",Caladus
1468,This page isn’t working,not specified,10, great fun game for casual play great for reaxing on after a hard days work,joshuaw
1469,Tomb Raider: Anniversary,PC,8," I decided to try out Anniversary because it was a remake of the original, which I so fondly remember as being a very atmospheric game. Anniversary captures that atmosphere very well with its beautiful graphics, detailed level design and excellent sound-track. The characters' facial expressions during the cut-scenes are also worth mentioning as they are brilliantly done. Sadly, the I decided to try out Anniversary because it was a remake of the original, which I so fondly remember as being a very atmospheric game. Anniversary captures that atmosphere very well with its beautiful graphics, detailed level design and excellent sound-track. The characters' facial expressions during the cut-scenes are also worth mentioning as they are brilliantly done. Sadly, the combat system is very poor. It's hard to learn and particularly frustrating at the best of times. Lara has a bad habit of auto-targeting the wrong enemies at the wrong time (and sometimes she targets shootable buttons on the walls in favour of the vicious beasts that are busy tearing her up). Thankfully, this game is sparsely populated with enemies and, most of the time, you'll find yourself enjoying the exploration and puzzle-solving aspect of the game, which made the original such a winner.",MatthewK.
1470,Need for Speed: Most Wanted,Xbox360,9,"This is one of the best racing games out there,every thing about this is very Amazing you must try it.It deserves more then a 8.2...... Open world racing game think how skyrim.",M9ki
1471,Bangai-O Spirits,DS,10," Treasure has done it again; they've managed to incorporate their love for 2D arcade influenced work to mesh with their previously established quirkiness of the Bangai-O series. The game is hard, but like those great arcade hits of the past, you want to keep shoving quarters down its throat. If you've played the previous titles, you may or may not appreciate the return of the Treasure has done it again; they've managed to incorporate their love for 2D arcade influenced work to mesh with their previously established quirkiness of the Bangai-O series. The game is hard, but like those great arcade hits of the past, you want to keep shoving quarters down its throat. If you've played the previous titles, you may or may not appreciate the return of the slowdown due to the surplus of missiles and bullets on-screen. For me, this is what the title's all about; the level of awesomeness represented by the amount of items on-screen completely overwhelms the platform. The game is most likely in limited release, as I picked the only copy in my city. If you're a hardcore arcade fan, Treasure fanatic, or looking for a worthy challenge, I recommend this title. As just said, ONLY if you're ready to get you're ass kicked and get laughed at. (The game actually laughs at you every time you die)",AlexR
1472,The Forest,PC,5,"While the game is initially fun to get up a running camp and getting food - it soon turns out to be lacking in terms of crafting options.You can build custom buildings and what not but there's nothing like metal forging or actually getting up some cool equipment to run around with to beat up the hostiles.Combat is really unforgiving and exploring the caves next to impossible. You canWhile the game is initially fun to get up a running camp and getting food - it soon turns out to be lacking in terms of crafting options.You can build custom buildings and what not but there's nothing like metal forging or actually getting up some cool equipment to run around with to beat up the hostiles.Combat is really unforgiving and exploring the caves next to impossible. You can build some bone armor but that lasts for about receiving 2 hits.Once you face these weird babies or the mutant, 3 hits and you are dead. I don't see the fun in that.It's likely more fun in Multiplayer but in SP it's just frustrating and not really rewarding.",TenchuuKhan
1473,Tekken Tag Tournament 2: Wii U Edition,WiiU,10,"The bonus features of the Wii U port is so much fun. The Mushroom mode is ok, and can get very confusing, but the inclusion of painting on characters and the Nintendo themed costumes make this port of the game superior by far. Tekken ball is ok, but the game itself is fun on all consoles. With a massive roster of characters, each character has their own entertaining ending. This game lastsThe bonus features of the Wii U port is so much fun. The Mushroom mode is ok, and can get very confusing, but the inclusion of painting on characters and the Nintendo themed costumes make this port of the game superior by far. Tekken ball is ok, but the game itself is fun on all consoles. With a massive roster of characters, each character has their own entertaining ending. This game lasts a long time before it is complete. I have owned this game for around a year now, and still am not finished with it yet.",PolisKanin
1474,Call of Duty: Modern Warfare Remastered,PlayStation4,10,"This was the COD that I was waiting for when it was announced by Raven Software and surprisingly they did it right! And to be honest, Raven knows how to keep this remastered version of COD4 very true to the actual title and yet, I'm happy that I'm playing the COD I always know and love since the good COD days. Well done Raven, you guys deserved a huge pat on the back for remaking this gameThis was the COD that I was waiting for when it was announced by Raven Software and surprisingly they did it right! And to be honest, Raven knows how to keep this remastered version of COD4 very true to the actual title and yet, I'm happy that I'm playing the COD I always know and love since the good COD days. Well done Raven, you guys deserved a huge pat on the back for remaking this game more gorgeous and quite nostalgic! :)",LatinCritic13
1475,Hearts of Iron II,PC,10,"This game is not flashy, but the combination of historical accuracy and strong online community can turn this game into anything you want it to be. Out of the box, it is difficult to get the hang of, but after a few games you will really feel like you can conquer the world. If the vanilla game gets boring, there are numerous different patches and alterations made by the community to makeThis game is not flashy, but the combination of historical accuracy and strong online community can turn this game into anything you want it to be. Out of the box, it is difficult to get the hang of, but after a few games you will really feel like you can conquer the world. If the vanilla game gets boring, there are numerous different patches and alterations made by the community to make it more difficult or more realistic. The community adds leaders, events and countless other features. Everything about this game is great, and there are relatively few bugs for such a huge game.",krasnyoktya
1476,Pinball Hall of Fame: The Williams Collection,Xbox360,10," For pinball fans this is a must! Please support this game, so that there will be a sequel or down loadable pinball machines for this game.",ShawnO
1477,Final Fantasy XIII,PlayStation3,5," Worst Final Fantasy ever. Don't get me wrong, I'm a fanboy for sure, but this has got to be the worst in the series. First, it isn't a ""game"" per se, since you can get through the whole game mostly using ""x"" and a few directional keys. Second, the RPG element has been removed. It is hard to believe that Final Fantasy has been dumbed down to pretty graphics and awful, boring Worst Final Fantasy ever. Don't get me wrong, I'm a fanboy for sure, but this has got to be the worst in the series. First, it isn't a ""game"" per se, since you can get through the whole game mostly using ""x"" and a few directional keys. Second, the RPG element has been removed. It is hard to believe that Final Fantasy has been dumbed down to pretty graphics and awful, boring gameplay. This is basically a game for the attention deficit disordered millenial generation, and I'm afraid for the future.",JD
1478,NCAA Football 10,Xbox360,8,"these ea football games are good but there not great.Were not going to remember all the college and professional football games in a few years that's when you know you didn't make a superb product.Every year the graphics get better and they add a few things to ensure they get there 60 dollars from people,well not this guy I just got it now from a pawn shop for 10 dollars.It is a good gamethese ea football games are good but there not great.Were not going to remember all the college and professional football games in a few years that's when you know you didn't make a superb product.Every year the graphics get better and they add a few things to ensure they get there 60 dollars from people,well not this guy I just got it now from a pawn shop for 10 dollars.It is a good game but ea you need to step up.Look critics are still referring to espn nfl 2k5 to madden 10 after all these years what does that tell you,now you know how I feel.barely an 8",Jobadkins
1479,ZEN Pinball 2: Portal Pinball,PlayStation4,0,"They charge $10 for each and every terrible licensed level... Star Wars $10, Hello Kitty $10, Dora the Explorer $10. They are just scamming obsessive fans.Funny how ""free to play"" games end up costing you way more than if you'd bought them outright?",taroko
1480,Star Wars Pinball,WiiU,10,"Many hours of fun with this game, for such a cheap game I had covered my pinball adict dose for many months to come. Zen studios did a great job once again.",basilion
1481,Project CARS,PC,10,"The Long awaited SIM-Racing Title for me...Graphics are phenomenal, and you really forgot that your sitting at home in your chair!It gives nothing better than battling for your Position in a whole Race.You have to drive carefully, because every failure can lead to Damage or loosing your Position.Fully working Pit-Stops, Pit-Stop Strategy etc. etc.But that's not all! TheThe Long awaited SIM-Racing Title for me...Graphics are phenomenal, and you really forgot that your sitting at home in your chair!It gives nothing better than battling for your Position in a whole Race.You have to drive carefully, because every failure can lead to Damage or loosing your Position.Fully working Pit-Stops, Pit-Stop Strategy etc. etc.But that's not all! The Game will be supported from SMS until the next 2 Years!So for all Racing-Enthusiats a definitly MUST Buy.*Yes, there maybe some BUGS BUT it's the most polished Game since a Long Time for me!",MarcelSpuehler
1482,Crush,PSP,10," Inventive, mind-bending topography make you wonder how the designers worked out the level design! Really nicely put together - just difficult enough to make the moment when you solve a puzzle give you a warm, fuzzy feeling.",PeteS.
1483,Yakuza 6: The Song of Life,PlayStation4,7,"Yakuza 6 enters the west at a very weird time. The series is finally picking up steam here in NA but this is the final game in the storyline for Kazuma Kiryu, the main character since the first one. For people, like myself, who only got into the series recently with Yakuza 0 and Kiwami, you will be lost for a vast majority of the game. I was very disappointed that a brand new cast joinedYakuza 6 enters the west at a very weird time. The series is finally picking up steam here in NA but this is the final game in the storyline for Kazuma Kiryu, the main character since the first one. For people, like myself, who only got into the series recently with Yakuza 0 and Kiwami, you will be lost for a vast majority of the game. I was very disappointed that a brand new cast joined Kiryu in his final game in the series. There's hardly mention of series favorites like Majima or other characters of the like. The story also ends on a very meh note. While it certainly picks up towards the end, the story as a whole wasn't as good previous games. Not even Beat Takeshi himself could keep this story from just being average at best.That's all a shame as this is the first game in the series to update the main overworld and the stuff in it. From that aspect, it's great. Kamurocho has never been prettier and it's actually fun to walk around town and find new stuff to get into. However, the substories here are prob the worst of the series from the games I've played. There's not as much of the craziness that these games are known for here in this one as compared to the past. The side stuff you can do ranges from a very well done baseball sim to a clan fighting creator that kinda missed the mark. I just wished that the game that took the Yakuza series into the new generation of consoles, (because this game techincally came out in '16) would have done more with Kiryu's final story then what ended up happening. Especially since it was just starting to gain popularity in the west. While Kiwami 2 will keep Kiryu in the spot light, it almost would have been better for the series to have started from scratch with Yakuza 7, especially in the west. As it stands, the Yakuza series should be very well off going forward into the future. This is just a bad game for people who are only familiar with the 0 and Kiwami games to play. Because there's a ton that people are missing by not playing the 4 games from Kiwami to this one. For those who have been with the series since the original dubbed version on PS2, congrats. To the other 95% of westerns playing this game, it's a big realization that we missed out on a great series for years because it was mainly intended for Japanese audiences.",Kenmei
1484,Guardian Heroes,Xbox360,9,"sweet game. it's kind of like golden axe meets street fighter2 with better graphics.  the story is a little cheesy but the button mashing is fun. the button combination are easily remembered  resulting in some pretty stunning visuals. the only thing that detracts from this game, for me, is the hopping rows gameplay and the pretty awful dailog box art. other than that, it's good.",ashburp
1485,Freedom Fighters,GameCube,9," I loved this game! It is truely a hidden treasure in the gamecube lineup. The controls, graphics, levels, and story are all great. It can be a little cheesy in parts, but for the most part you really want to see what happens in the story. I wish that this game had gotten more press and hype because it was different from anything out there. The control system of the other trooops in your I loved this game! It is truely a hidden treasure in the gamecube lineup. The controls, graphics, levels, and story are all great. It can be a little cheesy in parts, but for the most part you really want to see what happens in the story. I wish that this game had gotten more press and hype because it was different from anything out there. The control system of the other trooops in your squad make the game worth it in it's own right. If there was a sequel for this game, I would by this system just for this game! It is what a game should be...fun and addictive!",JeremyB.
1486,High Heat Major League Baseball 2004,Xbox,9," This game has nice stadiums (which you can view in 360 w/replay cam), nice animations (batting), and very realistic attributes for every MLB player. Downloadable rosters is a very nice feature. The menu interface is different, and it has a good fmv introduction that hypes you up. Great game for ""true"" baseball wanabes. ",KeithY.
1487,Icewind Dale II,PC,7,"More hardcore than its predecessor this game delights in placing you in very tough situations repeatedly. I got tired of the 'now get out of that' scenario quite quickly and despite my affinity for IE games I only just mustered the motivation to finish the game. The villains I thought were unispiring as were a lot of the locations. I got quite a bit of satisfaction from winning toughMore hardcore than its predecessor this game delights in placing you in very tough situations repeatedly. I got tired of the 'now get out of that' scenario quite quickly and despite my affinity for IE games I only just mustered the motivation to finish the game. The villains I thought were unispiring as were a lot of the locations. I got quite a bit of satisfaction from winning tough battles but sadly that's where the satisfaction started and ended - nothing else about this game seems pleasurable. Worth one playthrough, more if you just like fighting for fighting's sake. Try some summons if you are struggling - they are strangely overpowered for some reason.",TheMitherer
1488,Age of Empires,PC,10,"This game is a classic! It is one of the first RTS games and it is one of the best, but not the best... the best RTS is Age of Empires II, the true sequel worthy of the name! Age of Empires has good graphics even though it's 15 years old now... It's really fun and it is the definition how an RTS game should be made! An RTS shouldn't be an MMO like Age of Empires Online.",IG44
1489,EverQuest II: Echoes of Faydwer,PC,10, Simply the best expansion I have ever seen for any MMO. The world builders have shown incredible talent by creating a single zone which leads you from level 1 to level 20 without becoming boring or confusing.,GeorgeL.
1490,Pocket Card Jockey,3DS,10,"It's rare to see a game as ambitious as something like this game AND succeed at the same time, but Pocket Card Jockey nails it. The game is unique, refreshing, and feverishly addicting. Heck, I don't even like solitaire that much yet I've found myself loving this game and playing it constantly. Once I finish writing this review, I'll probably be playing it some more.",The_Ninjadillo
1491,Dragon Quest Builders,PlayStation4,10,This game is extremely addictive and has the unmistakable polish and charm that the Dragon Quest series is known for. I also recommend Dragon Quest Heroes. You really can't go wrong with this series.,mash27
1492,Transistor,PlayStation4,10,"It's a beautiful game with a haunting soundtrack- I could listen to the soundtrack alone for hours. I found the turn based combat system allows the user to get used to the strategy before running head long in to complicated battles- a nice addition. The story is intense and builds slowly over time- there is so much to discover in Cloudbank that I know I will be learning things in the gameIt's a beautiful game with a haunting soundtrack- I could listen to the soundtrack alone for hours. I found the turn based combat system allows the user to get used to the strategy before running head long in to complicated battles- a nice addition. The story is intense and builds slowly over time- there is so much to discover in Cloudbank that I know I will be learning things in the game for weeks to come! It is totally the spiritual successor to Bastion, but I like it so much more. Great job Supergiant!",CarrieSnarf
1493,Bleach: The Blade of Fate,DS,9," Impressive, beautiful, fun as all hell. Best anime-based game in a long time and one of the best handheld fighters.",PfillipT.
1494,Lumines: Electronic Symphony,PlayStationVita,10,"Having been a lumines fan since me early Psp days, I have been looking forward to a true sequel which can spice up the old formula a bit more. And then there is the painfully long wait since the announcement of Lumines electronic symphony and bang it's finally here! Does it deliver? Hell yes! The visuals are dazzling the music heart pumping and most importantly there is A big boost inHaving been a lumines fan since me early Psp days, I have been looking forward to a true sequel which can spice up the old formula a bit more. And then there is the painfully long wait since the announcement of Lumines electronic symphony and bang it's finally here! Does it deliver? Hell yes! The visuals are dazzling the music heart pumping and most importantly there is A big boost in gameplay! It's so addictive that only this late can I find some time to write about it! 10/10!",Reena
1495,Splatoon 2,Switch,10,"If you liked the first one, you´ll love this sequel. Better graphics, new modes and weapons, better single player experience, it´s just a nice fast and fun package that you just can´t get enough.",alyssonaraujo
1496,Dark Souls II: Crown of the Ivory King,Xbox360,9,"This might just be the best one yet.... (except for one area.)Although the level design may not as creative at first glance, it does use the space very well. And there is a lot of space! This is easily the biggest of the three, and the enemies come fast and often to keep you guessing at what they'll do next. Expect to be surprised.The bosses are really good again. The last boss can beThis might just be the best one yet.... (except for one area.)Although the level design may not as creative at first glance, it does use the space very well. And there is a lot of space! This is easily the biggest of the three, and the enemies come fast and often to keep you guessing at what they'll do next. Expect to be surprised.The bosses are really good again. The last boss can be accessed early, but will likely destroy you. You have to explore everywhere to even the odds a bit.Some fantastic new weapons , including a new Fist weapon with an all new moveset!But the co-op area is very frustrating. The enemies come at you relentlessly and you're basically blind the whole time. You NEED some good co-op friends here, or you'll likely give up in frustration.Other than that, this is a great conclusion to the Crown Trilogy.",Tron28
1497,Everyday Shooter,PlayStation3,2," Five years or so ago, expecting the same level of brilliance that was 'Rushmore' and 'Tennenbaums', I pretended to laugh my way through 'The Life Aquatic', because I simply thought I was supposed to (and much like when I saw 'Tennenbaums', I was the only one laughing in the theater and it made me feel superior). In reality, 'Aquatic' was a Five years or so ago, expecting the same level of brilliance that was 'Rushmore' and 'Tennenbaums', I pretended to laugh my way through 'The Life Aquatic', because I simply thought I was supposed to (and much like when I saw 'Tennenbaums', I was the only one laughing in the theater and it made me feel superior). In reality, 'Aquatic' was a boring, uninspired mess of a movie that, while it had some promise, it was simply not very good. While I may have laughed along at the time, I was forced to admit a few years later to my future wife that yes, it was in fact a giant waste of film stock. Now, take those comments and apply them to reviews of ""Everyday Shooter'. It's just not a good game, and those that say it is are either lying to themselves and/or have bought into the idea that 'artistic' games have merit simply on the grounds that they are artistic. Don't waste your five dollars. Buy Gravity Crash instead.",BenjaminW
1498,Crackdown,Xbox360,10," On top of my list of XBOX 360 games, and I am talking 3 years after release. I keep coming back, the shear playability, fun and explorative dimentions of this game are fabulous. NEED TO HAVE title for the 360. Try it and you'll be a crackhead as well.",PM
1499,EverQuest II,PC,6," I've been waiting for this game for years. I'm a big MMO player and have played COH, FFXI, SWG, AC2, and EQ. First, lets give them credit for the great things in this game. The music is amazing! The NPC voice acting is wonderful. And, some of the graphics are wonderful to view. The problems? Over-thought interface. Inconsistent graphics - some parts are beautiful and some are I've been waiting for this game for years. I'm a big MMO player and have played COH, FFXI, SWG, AC2, and EQ. First, lets give them credit for the great things in this game. The music is amazing! The NPC voice acting is wonderful. And, some of the graphics are wonderful to view. The problems? Over-thought interface. Inconsistent graphics - some parts are beautiful and some are just so-so. Server/connection setup is too complicated and doesn't allow for any movement between servers. Fighting, like the original, is pretty boring in solo mode. Click and watch the attack play out. Spells and feats are pre-decided - not a lot of movement here either. Stick with COH and wait for WOW to come out.",BlakeT.
1500,Call of Duty 3,Xbox,10,When you play system link its the best game ever.,MalquielL.
1501,Magic: Duels of the Planeswalkers 2014,Xbox360,1,"So the multiplayer not working for more than 50% of the people on the xbox has been going on for OVER TWO MONTHS. If you own the game, be sure to give it a 1 star rating on the marketplace so other people won't buy it. I can't believe the #%$^ers came out with ANOTHER deck to buy before they fixed the problems of their old customers. I am so enraged, will never buy or support a Wizards ofSo the multiplayer not working for more than 50% of the people on the xbox has been going on for OVER TWO MONTHS. If you own the game, be sure to give it a 1 star rating on the marketplace so other people won't buy it. I can't believe the #%$^ers came out with ANOTHER deck to buy before they fixed the problems of their old customers. I am so enraged, will never buy or support a Wizards of the Coast product again. Worst customer service EVER! But there is a slightly visible silver lining, i have been able to play with others with ""the glitch"" Add me if you have it GT Praisejeebis420",PraiseJeebis
1502,Card Hunter (2013),PC,7,"This game is all kind of amazing, except one. It has lots of charm, stylish graphics, engaging rules, geeky semi-story, but all the time, it teases the player with more and more virtual things he could obtain if only he paid more and more money through micro-transactions.",daddy32
1503,Sam & Max: The Devil's Playhouse - Episode 2: The Tomb of Sammun-Mak,PC,9,"[Sam&Max Season 3 - SteamPC - 9/10] Point and click adventure goodness with Detectives Sam and Max using new twists. The writers succeeded in creating more interesting puzzles and interesting and successful story mechanics - Simultaneous Multiple Universes - Present Past and Future coexisting in your Brain - and to top it all off they worked in some special powers for Max. The unusual[Sam&Max Season 3 - SteamPC - 9/10] Point and click adventure goodness with Detectives Sam and Max using new twists. The writers succeeded in creating more interesting puzzles and interesting and successful story mechanics - Simultaneous Multiple Universes - Present Past and Future coexisting in your Brain - and to top it all off they worked in some special powers for Max. The unusual irreverent humor is Present and In Your Face. Add to Fart. Bingo.[Released 2010 and played four years later][DRM] Steam only, thank goodness there are no GamesForWindowsLive on this title, nor Uplay, nor Origin, nor RockstarSocialClub,  I did not have to create an alternative account.[MyPC 2011] i7-2600K 3.4GHz / ASUS Z68 ProGen3 / 8G RAM / Radeon 6870  / W7 PRO SP1 / Samsung 275T @1920x1200 / Logitech G15 / Kensington ExpertMouse / Sennheiser HD 600[Awaiting] BrokenAgeAct2 Fallout5 DeadSpace3[NowPlaying] NexusModdedFalloutNV[MyFavorites] [Win7] Kami MaxPayne3 StickOfTruth Sam&MaxSeasons1&2&3 JourneyDownUnderEp1 BrokenAgeAct1 TombRaider Dishonored TheKnifeOfDunwall TheBrigmoreWitches TheDreamMachine Ep1-4 30FlightsOfLoving Fez BioshockInfinite Antichamber Stacking Metro2033 Rochard Crysis&Warhead&2 JustCause2 Rage [XP] Papo&Yo DeuxExHR&TheMissingLink DeadSpace1&2 Fallout3&NV HalfLife1&2 Bordelands1&2 BatmanArkumAsylum AssassinsCreed Magicka RedFaction Portal1&2 FromDust MrRobot CulpaInnata TheSecretOfMonkeyIsland DreamfallTheLongestJourney Syberia1&2 CrayonPhysicsDeluxe DefenseGridTheAwakening PlantsVsZombies Prototype Bioshock1&2 UnrealTournament3 Quake4 [360] AfroSamurai BrutalLegends [XBOX] HALO KOTOR1&2 Crackdown ArmedAndDangerous AggressiveInline BeyondGoodAndEvil DeadOrAlive1&2&3&ExtremeBeachVolleyball Psychonauts [AppleG4] FullThrottle DeusExMachina ONI ReturnToZork Suspended UnrealTournament TombRaiderSeriesAll [Born 1964 I do not know anybody who works in the game industry ~ I just enjoy games : - ]",metacriticFAN
1504,Madden NFL 17,XboxOne,7,"Very good game, much improved from last year. The swat button is very useful and makes the aggressive catch much less useful. The running game is much more realistic and the tackling is much more fun. The AI is miles ahead of Madden 16. The zones are also better and makes the game much more realistic. The kicking is cool, but at the same time is really hard, so it takes time getting usedVery good game, much improved from last year. The swat button is very useful and makes the aggressive catch much less useful. The running game is much more realistic and the tackling is much more fun. The AI is miles ahead of Madden 16. The zones are also better and makes the game much more realistic. The kicking is cool, but at the same time is really hard, so it takes time getting used to it. Lastly, the o-line and d-line interactions are unchanged from last year and aren't really realistic. In conclusion, I think this game is definitely worth the upgrade and it also ""feels"" very different from last year.",LeBlanket
1505,This War of Mine,PC,10,"Being a journo I got my final copy two days ago. Been busy with it ever since! At first I took this game as a gimmick, knowing about a concept since maybe April I perceived it as a very nice twist with a huge question mark for gameplay, replayability and actual story. While I still think that the devs a bit exaggerate their 'grieve' approach to war, casualties and such, I must say theyBeing a journo I got my final copy two days ago. Been busy with it ever since! At first I took this game as a gimmick, knowing about a concept since maybe April I perceived it as a very nice twist with a huge question mark for gameplay, replayability and actual story. While I still think that the devs a bit exaggerate their 'grieve' approach to war, casualties and such, I must say they have delivered an addictive game with strong mechanics. You've got crafting here, you've got exploring, time management, character developing so to speak, you've got resource management and a bit of randomness that adds a nice spice to the mix. So after a while you tend to forget all this bleak and suffering, and just enjoy your achievements, make bonds with characters, just immerse in the world and enjoy it. Especially I liked how the story is told: not to fast, you really focus on details, sharpen your attention, and enjoy small carefully polished details of the concept. Well done 11 Bit!",Roombastic
1506,Picross DS,DS,10, This is the most addictive game ive played on the DS... even more than mario kart. Im at the point in my life where video games cannot hold my interest like they used to. I keep buying games and play them for a few hours and then put them away never to be touched again but ive used up my battery on my ds at least 10 times in the last month only playing this game. In fact I went to my This is the most addictive game ive played on the DS... even more than mario kart. Im at the point in my life where video games cannot hold my interest like they used to. I keep buying games and play them for a few hours and then put them away never to be touched again but ive used up my battery on my ds at least 10 times in the last month only playing this game. In fact I went to my parents house with this and my mom picked it up and started becoming interested in it and she hasnt played anything since tetris for the first game boy.,RyanS.
1507,Spider-Man 2,Xbox,6,"Great websling system, but poor game overall.",Kev
1508,SteamWorld Dig,XboxOne,6,"This Game !!!! it took me back to when my love for gaming started with dig dug in the 90’s. The 2D platform works great.You actually have to think about your moves; if you don’t then life is made a lot harder for you trying to play this game.It’s one of them games were you find yourself addicted, Very easily and quickly. The start of the game starts a little hard work and slow, butThis Game !!!! it took me back to when my love for gaming started with dig dug in the 90’s. The 2D platform works great.You actually have to think about your moves; if you don’t then life is made a lot harder for you trying to play this game.It’s one of them games were you find yourself addicted, Very easily and quickly. The start of the game starts a little hard work and slow, but once you start picking the correct tools and perks you’re soon on your way.Compared to top platform games it does somewhat sit behind them, but if your wanting to work your mind and have a little fun then BUY THIS GAME.Full Review @ItsMuchMore",ItsMuchMore
1509,Oddworld: Stranger's Wrath HD,PlayStationVita,9,"I wasn't expecting much of it, but what a pleasant surprise! I've never thought that a game would ever combine TPP and FPS so well. The pace is kinda slow at first, but it picks up really nice. It's challenging enough to be interesting without be frustrating. It's shooting mechanics are pretty engaging, and manage to be different without being completely alien. Both the stealth and theI wasn't expecting much of it, but what a pleasant surprise! I've never thought that a game would ever combine TPP and FPS so well. The pace is kinda slow at first, but it picks up really nice. It's challenging enough to be interesting without be frustrating. It's shooting mechanics are pretty engaging, and manage to be different without being completely alien. Both the stealth and the action are pretty well balanced and you can pretty much develop your own way to play, with a lot of room for experimentation. The level design is always throwing something new in the mix, with environments that at first seem to be the same, but with something new to spice up things a little. It starts up like a bland game, but it grows on you pretty nicely.It's a little great game that anyone that enjoys good solid action should play.",TheChato
1510,Madden NFL 13,PlayStation3,8,why the hell does heaps of people hate this game?. you obviously dont know madden games because this game is class and a very awesome game so dont go hating it just because you cant play the game.,Ramsey11
1511,Fallout: New Vegas - Old World Blues,Xbox360,9,"One of the better DLC's for the Fallout games. clocking in around 4 hours of gameplay, this one adds another sci-fi storyline (but better than Mothership Zeta from FO3). I enjoyed the lack of human interaction in this DLC, and the addition of a more mature setting (more cussing and sexual innuendo). The DLC was entertaining, and the weapons were different. After the very dry Honest Hearts,One of the better DLC's for the Fallout games. clocking in around 4 hours of gameplay, this one adds another sci-fi storyline (but better than Mothership Zeta from FO3). I enjoyed the lack of human interaction in this DLC, and the addition of a more mature setting (more cussing and sexual innuendo). The DLC was entertaining, and the weapons were different. After the very dry Honest Hearts, this is more refreshing and enjoyable. Like I said, I finished it in 4 hours or a little less, but there is stuff to go back for, and the area is unlocked to back and forth when finished. Good work.",TDK1984
1512,Darksiders,PC,10,"This is a fantastic game. I was expecting a cheap God of War Clone, but it's far better than that.  For one thing the Horseman War is far more interesting a character than Kratos, whose one-note vengeance act is wearing pretty thin.  Great atmosphere, fun combat, very creative puzzles, and some of the best creature design ever.  It's a long game with tons of bosses, and they're all awesomeThis is a fantastic game. I was expecting a cheap God of War Clone, but it's far better than that.  For one thing the Horseman War is far more interesting a character than Kratos, whose one-note vengeance act is wearing pretty thin.  Great atmosphere, fun combat, very creative puzzles, and some of the best creature design ever.  It's a long game with tons of bosses, and they're all awesome looking.  New elements are constantly introduced to keep it fresh--grappling hook, horseback combat, and even some Portal dynamics near the end.  The biggest criticism is that Darksiders doesn't do anything new, but combining all these great elements from other games so successfully IS something new.",goodterling
